datetime,num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,num_feature_8,num_feature_9,num_feature_10,cat_feature_1,cat_feature_2,cat_feature_3
1/1/23 1:40,-0.463417693,1.8884369396142566,-0.884936682,-1.218176067,0.6105742404026271,1.7222673909870256,1.023680849162606,-1.254445067,-2.078805013,1.6131575009588837,C,X,A
1/1/23 1:50,-0.465729754,-0.164241985,1.5675953261274023,0.39631968200786294,-0.323406506,1.4861513251433442,-1.123882772,0.5612553669062313,2.092856924085462,1.5527226056574168,B,X,A
1/1/23 2:00,0.24196227156603412,0.69758697,-1.693571593,-0.630232074,-0.746163372,0.45170020097593927,0.547706193,0.8134121750021313,1.3266951829766158,0.9419721325922739,B,Z,B
1/1/23 2:10,-1.913280245,-0.83609167,1.317522241973222,-1.570475045,0.09052408,-0.223398416,-0.080616365,0.6550928663149842,0.647003972,0.20241778729041893,A,X,C
1/1/23 2:20,-1.724917833,0.3080099022173409,-1.7285809,0.9713442845414815,0.2965222482159008,-0.197107988,-0.560624884,2.708693179288908,-0.965028208,0.5179694275492406,A,X,A
1/1/23 2:30,-0.562287529,-1.302844764,-0.773150227,1.3951019065022976,-0.220982404,0.7580657061739681,-0.102831506,-0.915873989,-0.068103625,0.3706382986453923,B,Y,B
1/1/23 2:40,-1.01283112,0.452067838,-0.374718986,1.5571608896986593,-0.659066008,1.7578268995019506,1.0799831696342017,0.3692071784237474,0.7904201697630219,-0.166926794,A,X,C
1/1/23 2:50,0.3142473325952739,-0.355974084,1.7823030829531064,0.18700772147472028,0.6152554923398379,-0.57039674,-1.192257409,-0.070889968,-1.122661567,-0.404369809,A,X,A
1/1/23 3:00,-0.908024076,0.029190503935567446,0.026130957700180688,0.6259320959729026,0.7135242888743198,-1.117586043,-0.412156555,0.6213815435423731,-0.180474231,1.1223679453011257,A,X,A
1/1/23 3:10,-1.412303701,0.6979740301300975,-0.214005161,1.3698682233619108,-1.311933689,1.547640773595271,-0.751743565,0.375823636,0.9103838498109822,-1.295627549,B,X,C
1/1/23 3:20,1.465648768921554,-1.232540311,-0.935346033,-0.64141579,-0.383735858,-1.787138588,-0.038617134,-0.517602708,-1.494595002,1.4873582772486422,B,X,C
1/1/23 3:30,-0.2257763,-0.684491731,0.5219609467559169,1.110677684054092,0.7779016929471778,-1.008530808,-0.684680893,0.3878016111642588,0.332424711,-0.275442807,B,Z,B
1/1/23 3:40,0.067528205,0.4573242810867655,-0.512718445,0.2753962341432087,0.9885812131777671,-0.246857893,-1.768081242,0.083468978,-1.75476963,-1.314053505,A,X,A
1/1/23 3:50,-1.424748186,2.098221474546747,-0.229003892,0.913711652,0.064566811,-1.560433468,-1.055137547,0.128195636,-0.943846756,-0.545504858,B,Z,C
1/1/23 4:00,-0.544382725,-0.138082335,-0.358354505,0.18609302087593527,0.3653343155392233,1.1121490628065982,1.6377550185381118,1.1337814084065998,-0.504592606,-0.874407887,A,X,B
1/1/23 4:10,0.11092258970986608,0.5911361179239325,0.7198621745858793,1.2962567097480018,0.2525381426746744,0.856905271,0.24672821128627265,2.4806816934388753,0.5135556127187786,-0.575674352,A,X,A
1/1/23 4:20,-1.150993577,-0.10697147,0.7617875524805855,0.22352376254153686,0.9543085960412565,-0.574793227,0.21236205380807743,-1.913790171,-0.700789103,-0.593953519,B,X,B
1/1/23 4:30,0.37569801834567196,1.9422455947562995,-0.890388486,-1.483979059,-1.109209821,1.2796141191777477,-0.28261239,1.2888413995452943,0.125548391,-0.633694771,B,Y,C
1/1/23 4:40,-0.60063869,-1.747221667,-0.627257991,1.451926632314722,0.2676054876641056,1.4492924284038262,-0.051625424,0.6424739901296365,-0.687228138,-0.307957068,B,X,C
1/1/23 4:50,-0.29169375,0.094621045,-0.725878625,-0.947530741,-0.888858549,-0.113170648,-0.429811923,-0.74167414,-0.530616772,-0.064773332,B,X,B
1/1/23 5:00,-0.601706612,-1.625544034,0.1833520377540835,1.2530582102439143,1.0880809225346597,-0.450668178,0.5269285310410652,-0.362579673,1.250661507786149,0.7638596351809677,B,X,C
1/1/23 5:10,1.8522781845089378,-2.506571571,0.9066948524582221,-0.090242881,-1.058346944,2.259602027742478,0.10080885425937298,0.8820628361389538,-1.150228178,-0.244952632,A,Z,B
1/1/23 5:20,-0.013497225,0.29746205311781654,0.19666532609010354,1.1760109851977065,0.4084889699654987,0.721161822,-1.17126821,0.05053568,0.7591539739471846,0.3260208066275943,A,X,A
1/1/23 5:30,-1.057710929,0.13949779614745886,-2.190647694,1.134768614866765,-0.883500719,0.2563246529688533,0.25372450310419264,-0.048996346,-0.001063885,0.007531312,A,X,A
1/1/23 5:40,0.822544912,-0.284836938,0.7597531862669533,0.4301429743153713,0.7524241183376139,1.3635459466396125,-2.458741923,-0.686654643,-0.575553689,0.5405807704929594,C,X,B
1/1/23 5:50,-1.22084365,-0.10619409,-1.348990868,0.5085353176271308,0.4392889603298624,0.30193063500302136,0.41385919967778556,-0.759094194,-1.217522832,0.04667534,A,X,C
1/1/23 6:00,0.2088635950047554,3.0982994340712575,-0.71524039,0.42262861719256595,0.23966322379558225,-0.505620586,-1.409356857,-0.96569559,-1.146236307,-0.646821775,C,X,A
1/1/23 6:10,-1.959670124,-0.258175138,0.19843136505042094,-2.013824756,1.9609353726684755,0.08015976,-0.096055086,-0.509913443,-0.738645025,-0.918199653,C,Y,A
1/1/23 6:20,-1.328186049,0.5101243612500749,-0.083885857,0.11833021889820218,-0.702528058,1.038654287319735,-1.194627603,-0.128516788,-0.150054407,0.21022959850421466,C,X,B
1/1/23 6:30,0.19686123586912352,-0.64936482,0.8727352006941278,-1.116064176,0.9260707463709755,-1.992185566,0.0028232,0.35445730350052573,0.6035096361564014,1.2733784899006386,B,X,A
1/1/23 6:40,0.7384665799954104,0.29523257504060313,-0.610752632,0.17118714374566293,1.1720125348620647,-0.288030739,0.5782785192762222,-0.823039978,-0.30023926,-0.229124627,B,Z,B
1/1/23 6:50,0.1713682811899705,-0.238233675,-0.966613783,-1.142942546,0.9263575093978077,1.383057398581605,1.5028270852495802,0.7555171157510111,-0.233310852,-0.700863654,A,X,A
1/1/23 7:00,-0.115648282,-0.410518483,-0.311642725,-1.184951941,-0.677348814,-0.511868401,-1.541357655,-0.90791787,-0.083990223,-0.256170675,A,X,B
1/1/23 7:10,-0.301103696,1.8188985322003248,0.9770193356428138,1.6049345017539018,-0.234597809,1.5461085604314098,0.975472956,0.7688951683178277,0.4767776914387287,-0.561394511,A,X,C
1/1/23 7:20,-1.47852199,1.177184963184339,0.629672871,1.0694473881241897,-0.605963715,1.4147438193598127,0.1311527053774716,-0.866010594,0.6448028191965103,-0.666980519,C,Z,C
1/1/23 7:30,-0.719844208,0.13674664739923068,0.087148008,-0.004142585,-0.29730014,-0.065529115,-0.450667153,2.017084834854721,-1.386965476,-1.443594582,B,Y,A
1/1/23 7:40,-0.460638771,-2.304211936,1.3259631880028573,0.1847686502490239,-0.841170098,-0.568539305,0.7598565050594597,0.6483202127193832,-0.28207471,-0.244408286,C,X,B
1/1/23 7:50,1.0571222262189157,-0.361009223,1.1448562428051574,-0.247916026,-0.363242912,-0.287358874,-0.235924851,0.8410267983307074,1.2274040173479215,0.23577715384338735,C,X,A
1/1/23 8:00,0.3436182895684614,2.7030275644050836,0.7884822361427664,0.5698763759795229,1.4676270013957555,2.6646144920014345,0.7175305164006791,-0.172001969,-1.316119954,-1.081904157,B,X,A
1/1/23 8:10,-1.763040155,-0.230661667,-1.177983823,-0.676054367,-0.31923776,1.8744244469332438,-0.992269713,0.6071144927849748,0.07431289,-0.87833975,A,X,B
1/1/23 8:20,0.324083969,1.1032175720536581,0.7832390373078713,0.9937402628679574,0.10583689199114905,0.1253909718067383,-0.632997032,-1.252158231,-0.170844004,-0.948061994,C,X,B
1/1/23 8:30,-0.38508228,1.4419424019526008,-0.202358246,-0.253086841,-0.725431592,-0.608153552,0.9436000527945995,-0.97605305,-0.56667559,-1.386677967,A,X,A
1/1/23 8:40,-0.676922,0.21896391585597508,-0.394944231,-0.419846996,-0.014992425,0.11704103558126315,1.485400523570422,-0.307350051,1.590782651043358,-0.955592104,A,Y,B
1/1/23 8:50,0.6116762888408679,-0.841821632,-0.682551471,0.021713018,0.8266708117804293,0.2438269266167647,-0.035031899,1.5178946671222158,0.036835808867874534,-0.197856429,A,X,B
1/1/23 9:00,1.030999522495951,-2.435312332,-0.171716564,-0.59114683,0.4894490316016261,-1.243358738,-2.787288925,1.0065707204789334,1.511145071944314,-1.342057806,B,X,B
1/1/23 9:10,0.9312801191161986,0.6841632086089545,-0.625753755,0.32868234949648295,1.4182930341051323,0.080041269,-0.199049283,-2.236538998,0.005627205,-0.137542467,C,X,B
1/1/23 9:20,-0.839217523,-0.814756003,0.1697542999510717,-0.537362589,-1.209807834,1.322404325,0.032426118,-0.986065588,0.46025588931773165,-0.703466792,B,X,C
1/1/23 9:30,-0.309212376,0.17615045188769213,-0.172943161,0.46852360281883604,-0.756367817,-1.799356681,-0.232773377,-0.086790329,-0.577221509,-0.928982059,B,X,B
1/1/23 9:40,0.33126343140356396,-1.24982034,0.22053849264506253,1.2160065389114765,-0.412900783,0.8265839651372482,0.3363385616655311,1.2563294587238372,-0.566093675,0.3772088163731326,B,X,B
1/1/23 9:50,0.9755451271223592,-0.26523754,0.553271538,-0.719321687,1.5249178386420368,1.3747979700547797,-0.476909928,0.24418902732380218,0.4093475302488602,-0.640125605,B,Y,A
1/1/23 10:00,-0.479174238,0.033719054901053244,-0.294365172,-0.130575457,0.2987853116391286,-0.560557345,0.8388708606780273,-2.537381194,0.42769745763359107,-0.470013866,C,X,C
1/1/23 10:10,-0.185658977,0.26859358104429787,-0.737293228,0.4613307130354217,-1.417060804,1.6941757581910564,-1.166713273,-1.172654598,0.5979870665918545,1.298006810000217,A,Y,B
1/1/23 10:20,-1.106334974,-1.114822187,-2.006402631,-0.435857355,1.092236683879941,-0.690337062,1.236848707354141,0.7200689227805168,0.37667828695457545,-0.920055634,A,X,B
1/1/23 10:30,-1.196206624,1.1969109487613523,0.7706537165675023,0.4643205608266651,0.10959265881550809,0.44108266186040374,1.5500788239610925,0.20409733015229634,-1.336420927,1.5658745475923639,A,X,B
1/1/23 10:40,0.812525822,-0.596894785,0.078765263,0.5553988606517399,0.8903201616494769,-0.306772685,-0.913059738,0.1349198495170986,-0.806368677,-0.347791129,B,X,C
1/1/23 10:50,1.356240028570823,-1.67446946,-0.17617638,1.083261776294304,1.5835510236380306,-0.306996357,-0.913599826,1.1119760104035996,0.849942886,-1.136134633,C,Y,B
1/1/23 11:00,-0.072010122,-0.10902342,1.1719163825273087,-0.605990046,-0.977599061,-0.61729907,0.41069531377752816,-0.346170483,-1.958465365,-0.553948341,B,Y,B
1/1/23 11:10,1.0035328978920242,0.034375309,-1.288521193,-0.94277524,1.583233396040166,0.6985754808620198,-1.18722041,0.6988013756344593,0.29260724150560335,0.068774907,A,X,A
1/1/23 11:20,0.36163602504763415,0.16058943317175978,0.056239762,-0.30757739,-0.074200971,0.8488054577314491,-0.492602871,1.6418445582325707,-0.111880099,1.254503859840713,A,Z,C
1/1/23 11:30,-0.645119755,1.3621324036850793,-0.96405864,-0.96775234,-0.413919883,-0.0644222,1.1025269564560145,0.2244394532059518,0.8495818674723595,0.7988248085632804,B,X,B
1/1/23 11:40,0.36139560550841393,-0.236448837,0.656005854,0.5644982040474971,0.15466327517836412,-1.359968214,0.7376067644769629,-0.894377638,0.4166211860707552,0.06390685,A,Y,A
1/1/23 11:50,1.5380365664659692,-0.119619624,-2.226141279,-1.1617513,-1.19250068,0.40317016663438976,1.9801963416895896,-0.42650786,-0.66398028,1.259955981489124,B,X,B
1/1/23 12:00,-0.035826039,-1.103184381,0.804015663,2.3330164182526882,-0.019928336,0.4220143594106939,0.17078414760020774,-0.903234946,-0.709350038,-1.881037048,C,X,B
1/1/23 12:10,1.5646436558140062,0.820553503,0.7626601871662734,1.2959278615737506,-0.242691905,-0.216715011,-0.610838002,-2.241014124,-0.522783473,0.24944153005985417,A,Y,B
1/1/23 12:20,-2.619745104,0.18430906407810346,-0.923012433,0.012575769600314238,-0.938151228,1.8672312871808086,0.051243511653020504,-0.790548835,0.5800630473706277,0.309939727,A,X,C
1/1/23 12:30,0.8219025043752238,-0.420027727,0.066339709,0.867394493,-0.646391603,-1.563929265,-0.150588339,0.6355035447156542,-2.30221368,0.322142468,C,Y,B
1/1/23 12:40,0.087047068,-1.904674693,-0.90152334,-1.636801864,1.1381203005859863,-2.21728371,-0.136557109,0.00939707,0.15737944435706144,-1.610151166,A,X,C
1/1/23 12:50,-0.29900735,1.4444121950550874,0.427596461,2.523373331399558,-0.177677814,-0.7308349,-0.023803708,1.358872127858523,-0.883034587,-1.016912402,C,Z,C
1/1/23 13:00,0.091760777,-1.227679964,0.8202291077126684,-0.590214612,-0.980730668,0.7104245340914495,-0.931766709,0.1439236545029248,0.19083529780725694,-0.166474422,C,Z,C
1/1/23 13:10,-1.987568915,-0.591278009,-1.004979666,-0.120497414,0.44815935977694216,-1.055844637,0.28221775497064283,0.8836144317788382,0.344497787,1.114791504961478,B,X,A
1/1/23 13:20,-0.219671888,0.35834451107600324,-1.296748657,-1.855933287,0.7666542635504155,-0.980970919,-1.408663268,-1.759668969,-1.662326583,1.9152644957176617,B,X,A
1/1/23 13:30,0.3571125715117464,-1.196557929,1.0964371507002373,0.4862873047408947,-0.002001464,0.9510213361781547,-0.716826608,-0.438628314,-0.226866427,-0.664435252,A,X,B
1/1/23 13:40,1.477894044741516,-1.493509778,1.9411705915114605,-1.106344157,-1.234126685,0.46254792279774964,-0.118878763,-0.268952177,0.15557035680024672,-1.309846792,A,X,B
1/1/23 13:50,-0.518270218,-2.123947583,0.49444705660209215,0.1016557615660292,-2.546508407,0.37706090962839983,-2.259553313,-0.825445763,0.087950095,0.8157614364251219,B,X,A
1/1/23 14:00,-0.808493603,0.7209969529056358,0.568441488,-0.544274433,-0.900844289,0.7814289194655282,0.7689915363449175,1.5257474369434072,-0.122200953,2.614370011300883,B,X,A
1/1/23 14:10,-0.501757044,-0.545186245,-0.332040579,-1.077743935,1.0542583936075949,-0.425192953,-2.05315451,-1.92993128,-1.22088752,1.1069406333011844,C,X,A
1/1/23 14:20,0.9154021177020741,2.927270092,0.18002800588019297,-0.804361502,0.9628433958991285,-0.378984074,0.6695876908981782,-0.113880148,-1.068628031,-0.748632724,B,X,B
1/1/23 14:30,0.32875110965968446,-0.994355066,0.35072128523956925,0.2257880340855212,-0.796047046,0.809779273,-1.29280929,1.1325106744656712,-1.378047323,2.8611392932172115,C,X,C
1/1/23 14:40,-0.529760204,-0.921451023,-0.182572936,-1.281490973,-0.235918231,-1.344886781,-0.404918691,0.7633577546079922,0.5540455708397536,0.6867996204689136,A,Y,B
1/1/23 14:50,0.5132674331133561,-0.56539297,1.3498605220145055,-0.748811671,0.6978027833306488,-2.142719846,0.5191306469494293,-0.379809986,-0.115570842,-0.791013214,C,X,B
1/1/23 15:00,0.097077549,0.2431346551384891,0.17674475603449596,0.6632733812644779,-0.138452957,-0.433284174,2.1981395194794824,-0.900019717,-0.051753239,1.934302166337711,A,Y,C
1/1/23 15:10,0.9686449905328892,-0.470203339,0.30560001014829036,2.602479874874313,0.9363200617326396,0.9308732890656916,0.1164519777073494,1.0910010683598526,-1.705493444,-0.869991811,B,X,B
1/1/23 15:20,-0.702053094,0.612332214,-0.16196305,0.47758881955300486,-0.097225257,0.25555969898680325,-1.982626328,-0.521102655,-0.033602797,-0.621088519,C,X,B
1/1/23 15:30,-0.327662147,-0.97858839,-0.060339275,-0.917261642,0.4815976549444249,0.8572915041230154,0.953695133,-0.830517901,0.6336370719826828,0.7266208223411242,B,X,A
1/1/23 15:40,-0.392108153,-1.381591718,1.2187102711423012,-0.36711417,-0.322777103,-2.01629431,-0.231918405,1.0000810535388573,-1.841839575,-0.024905318,A,Y,C
1/1/23 15:50,-1.463514948,-1.798214739,0.1459060310282214,0.031589006,-0.783925794,0.31549680832349175,0.069906654,0.30737846124701346,-0.535406259,0.037007132,B,Y,B
1/1/23 16:00,0.29612027706457605,-2.223574168,0.16929505251193963,-0.349424951,1.1656975107446048,0.6538645046423779,0.5578630298876143,-0.352020892,-1.570349132,0.038691502,C,X,B
1/1/23 16:10,0.26105527217988933,-0.518069019,0.18220207789274437,0.903058167,-1.5019686,-1.350797423,-2.225377957,0.3252171040406281,-0.420282075,1.1144799258701608,C,X,B
1/1/23 16:20,0.005113457,-0.300980312,-0.364512637,0.21747348301422456,-0.599696213,0.8620575905465448,0.006536848,0.44513243091969895,-0.900991898,-2.32439064,B,Y,C
1/1/23 16:30,-0.234587133,-0.631437027,-1.407940016,0.9078523849098702,-0.094343083,-0.111518897,-0.40969389,-0.053746988,0.38090883364160294,0.2845138858864701,B,X,A
1/1/23 16:40,-1.415370742,1.243405797187162,1.5725741471116155,-0.31444379,0.8586596,3.071336701606002,1.221834906005519,0.15372604226347758,0.16923956342639174,-0.290203377,C,X,B
1/1/23 16:50,-0.420645323,1.228030209608135,1.0682940119000273,1.3255002197212566,-0.878884575,-2.177236069,0.7271137633387429,-2.162677553,1.2915044056340443,-0.752496033,A,X,A
1/1/23 17:00,-0.342714517,-0.334802987,1.2490436522848891,-0.166485584,0.12684406518575972,1.3691143676747508,-1.627001923,-0.105600516,-0.054077849,-0.755136418,C,X,A
1/1/23 17:10,-0.802277269,-1.793921113,-1.072518869,-0.971189869,-1.38651949,-0.394158097,1.2626258523490483,-0.639601587,0.3384878021042733,-2.637109669,C,X,B
1/1/23 17:20,-0.161285712,-0.566705108,1.444920254642602,2.1773203810422213,0.4403827220078624,-1.617151714,0.44952508816021125,-0.799337843,-0.557707482,-0.798418104,B,Y,B
1/1/23 17:30,0.4040508568145384,-0.599821394,1.966870787025279,-1.824977747,1.8237137593863415,-0.526955144,-1.547241597,-0.684678296,-1.103064651,1.2904627249393372,B,Z,C
1/1/23 17:40,1.8861859012105302,-0.657134962,1.044822414272791,-0.738738725,-1.959568492,0.27747924133746593,0.055753103,-0.496639481,0.8347624346900867,0.8320548780275395,C,X,C
1/1/23 17:50,0.17457781283183896,-0.697718904,1.6478224125203127,-0.627027852,-0.727386128,1.0374666695650432,1.0348261138558552,-0.297143098,1.2432550535470797,-0.191381762,C,X,C
1/1/23 18:00,0.25755039072276437,-0.653462896,0.7978486082597712,2.5083062730565633,0.8369356604361332,1.7219642881321755,-1.214043873,0.1660686671825276,0.7056556992382529,-1.411255722,C,Z,B
1/1/23 18:10,-0.074445916,-0.386541616,-0.846607603,1.8068588841465116,2.943647693574264,1.4218930887043426,1.377577335845417,-0.733529903,0.13122812312953253,0.8218697722591285,B,Y,B
1/1/23 18:20,-1.918771215,-0.635541099,0.5076318704322085,1.4939281436421976,0.5880646009801145,-0.965382021,-1.512628774,0.5180862229933427,-0.974093554,1.309848411660418,A,X,B
1/1/23 18:30,-0.026513875,0.20832250862559215,-1.0203427,-0.330658662,-0.729438057,1.1301646922661168,-0.791227177,0.7358648694726541,1.1416281734269462,1.0341946707976646,A,X,A
1/1/23 18:40,0.06023021,0.3603687159048611,-0.597374138,2.426178003841775,-0.148577578,0.3912849571208737,-0.942870835,0.7256071367405216,0.579509316,-0.968725555,C,Y,C
1/1/23 18:50,2.463242112485286,-0.910645087,0.31628042858926897,0.3683520038409712,-1.22685339,-0.654603021,1.3769337315886618,0.9351341639914329,2.0248786093294457,-0.864878681,B,Y,C
1/1/23 19:00,-0.192360965,1.2710653260070335,0.18201847088009798,0.9772633703031223,0.8051318603817974,-0.211910593,-0.491016137,-0.568356635,-1.15442395,1.655911258844214,A,Y,C
1/1/23 19:10,0.30154734233361247,-0.980062302,0.4630754063360629,0.17969538110620695,1.046105017,-0.709842659,-1.162817003,-0.270698584,0.8625665012473802,-1.209271041,A,Z,B
1/1/23 19:20,-0.03471177,-1.617800614,-1.792088994,-0.049466571,1.4062797102653606,0.037092342,0.44521087891406186,0.24659991553808083,0.5491065048747981,0.4782133655155708,A,X,B
1/1/23 19:30,-1.168678038,0.3807780713650517,-0.154237947,-0.251778674,-0.330075728,-0.729657882,0.6611809905927187,-0.424948218,-0.3420272,-1.777736147,A,X,C
1/1/23 19:40,1.1428228145150205,-0.817408134,0.5489984976655381,-0.209639993,-0.80752516,-1.027994073,0.6675360947941315,-1.158494969,1.363834880203104,-0.300315367,C,X,B
1/1/23 19:50,0.7519330326867741,0.321291471,0.7483736725592421,0.6084916486780788,1.49496601,0.47911912778277205,-0.271339165,-0.50235981,0.402345148,0.5851504007343558,C,Y,C
1/1/23 20:00,0.7910319470430469,-2.403668601,0.8137729805832676,0.367199799,1.3808225938978862,0.6287305482596371,0.2545343010369479,1.6346909166361177,-0.936893028,-0.029965957,C,X,A
1/1/23 20:10,-0.909387455,1.3924559414830675,0.2512582610566239,-0.03147137,-0.987874267,-0.187597,-0.650233086,-0.743162181,-0.118339016,0.5239133210551075,A,Y,C
1/1/23 20:20,1.4027943109360992,0.6722934080404022,-0.37922415,1.5095239926988544,-0.375564898,1.3676513039359723,1.6748016779357304,-0.793745405,-0.948858807,-1.226205076,A,X,C
1/1/23 20:30,-1.401851063,-1.500476549,0.501470885,-2.966753069,0.7895221788800806,-0.260430586,1.1442051586579316,-0.546920853,-0.468515715,-0.820001964,A,Y,A
1/1/23 20:40,0.5868570938002703,-1.478777124,-0.299713115,0.509887248,-0.252236128,-0.302774545,1.0829568290406753,0.5569186872496871,0.7038261535397329,0.481818378,A,X,B
1/1/23 20:50,2.1904556258099785,1.6722659040975276,0.9010563868989151,0.7177387066589793,0.031644415,0.6604889823456973,0.7941159345735455,0.3480134108767761,0.9892740452342162,0.6968881420523753,A,Y,C
1/1/23 21:00,-0.990536325,-0.737379903,0.4273079532944655,1.1469628682551696,-1.469103996,-0.132425585,0.5197333059950014,0.7062383349397127,0.22121233378936508,0.21981285306286258,C,X,C
1/1/23 21:10,-0.56629773,-0.834184849,-0.061722147,-0.064871441,-1.12232202,0.084797729,-1.244362484,2.532531770283299,-0.750074877,0.9470577416583126,C,Z,C
1/1/23 21:20,0.099651365,-2.266052094,-0.768995118,0.2079200673839576,-0.091435922,-2.520438471,0.6333012362556484,0.8210524265257937,0.38160842039535703,-1.657207939,A,X,C
1/1/23 21:30,-0.503475654,-0.350778206,1.1194754405380896,0.9859483833147212,-0.698776301,0.016707384737974892,0.11426523006332008,0.8995023767951741,0.723399638,-0.46619795,A,Y,C
1/1/23 21:40,-1.550663431,-0.227719615,0.5590494463418602,1.491166404,-1.148016173,-1.827195937,1.2633640849509191,2.8596528960134857,-1.972111745,1.822683773226184,A,X,C
1/1/23 21:50,0.068562975,0.7154930967694852,2.102969676593723,-0.300535985,-0.314144012,-1.220950571,0.8074191823824282,0.4895605070368388,0.11647877503091722,1.283468829,C,Y,B
1/1/23 22:00,-1.062303714,-1.399078428,0.5262192639929443,0.2669757831275602,-0.877541989,-1.335322539,0.5503804701530215,-0.391888967,-0.190189798,0.6336381650075443,C,X,A
1/1/23 22:10,0.4735924306351816,-1.520286792,0.6099168907834213,1.6785739643487574,0.028068276,-1.042583154,-1.684224798,-0.302867022,0.9537112554095722,-0.155366973,B,X,B
1/1/23 22:20,-0.919424234,0.45096263477647686,-1.465268815,-2.124027076,0.9924946555454424,-0.54885386,-0.089000537,1.056797461841212,0.38568916486149896,1.0348156283499688,C,Y,A
1/1/23 22:30,1.5499344050175394,1.0067300712270648,0.3104843795280605,-0.6900126,-0.301265796,-0.486492616,-0.55789226,-1.251783465,0.4843517014727856,0.42914151966160685,A,X,B
1/1/23 22:40,-0.783253292,-1.571152351,-0.316528253,1.465835978602963,-0.426083129,0.6642752042571255,0.2523659241830736,-1.946592567,-0.481910966,-1.517440365,A,X,B
1/1/23 22:50,-0.322061516,1.0815140862997412,0.8264322884091108,1.0925378336083031,1.0736982406670172,0.22238781413469702,-0.415548271,-0.821065192,0.001651717,0.9957624470561294,A,X,C
1/1/23 23:00,0.8135172173696698,0.037541841,0.33468444315908225,0.5224452109266943,0.7335233648275544,-1.901074429,-0.275945776,0.8198580880155545,0.9436849698038882,-0.866043414,A,X,B
1/1/23 23:10,-1.230864316,1.0918053390746456,0.9852731810259228,-0.448596873,0.7980073049569922,0.083294638,0.4590339049067038,0.5927262492065606,-0.064879733,0.7596882500181774,B,X,B
1/1/23 23:20,0.22745993460412942,-0.070220362,2.1325951139619455,-0.881818499,-2.520707573,0.3182552465834273,-0.432138114,-0.159992589,0.17466955573157403,-1.615972789,A,X,C
1/1/23 23:30,1.307142754282428,-2.522277917,-0.798362305,-0.591215619,-0.448305246,-0.328566516,0.12159153957401245,1.0691885874182117,-1.535957298,1.5990193321002086,B,X,B
1/1/23 23:40,-1.607483235,-0.151967382,0.9467065595253872,1.5480082208186925,-0.571739923,-0.060885977,-1.519411891,0.6082957098618426,-0.068540036,-0.274896379,B,X,B
1/1/23 23:50,0.1846338585323042,1.060143819,0.6835931668103592,-0.628442689,-0.825583881,0.1903101253970567,-0.832401477,0.3439750260519674,-2.011999968,-1.109336332,B,X,C
1/2/23 0:00,0.25988279424842353,-0.893746019,1.9792947878821974,0.10142296423965788,1.0535905838036528,0.7645995976355802,0.6560435672029604,-0.017270483,-0.516144869,-0.688505233,A,X,A
1/2/23 0:10,0.7818228717773104,-0.387964969,0.7053845700316035,-0.753707645,-0.543457865,-1.574879987,-1.230192117,0.896351873,0.063515558,-0.336849097,B,X,A
1/2/23 0:20,-1.236950711,-0.176133504,0.6014103947437404,0.84277403,-1.390390408,-0.244317039,1.245725077602997,0.7553093464485139,0.7670307944845707,-0.005769716,A,X,B
